datetime,symbol,open,high,low,close,volume
2024-07-01 02:00:00,CRYPTO:DOTUSD,6.2030000000,6.4380000000,6.1860000000,6.3210000000,0.0000000000
2024-07-02 02:00:00,CRYPTO:DOTUSD,6.3220000000,6.5980000000,6.3140000000,6.5250000000,0.0000000000
2024-07-03 02:00:00,CRYPTO:DOTUSD,6.5250000000,6.5340000000,5.9910000000,6.0710000000,0.0000000000
2024-07-04 02:00:00,CRYPTO:DOTUSD,6.0700000000,6.1260000000,5.5430000000,5.5500000000,0.0000000000
2024-07-05 02:00:00,CRYPTO:DOTUSD,5.5500000000,5.9120000000,4.9220000000,5.6830000000,0.0000000000
2024-07-06 02:00:00,CRYPTO:DOTUSD,5.6830000000,6.3070000000,5.6330000000,6.2410000000,0.0000000000
2024-07-07 02:00:00,CRYPTO:DOTUSD,6.2410000000,6.3100000000,5.8860000000,5.9090000000,0.0000000000
2024-07-08 02:00:00,CRYPTO:DOTUSD,5.9090000000,6.2890000000,5.7000000000,5.9430000000,0.0000000000
2024-07-09 02:00:00,CRYPTO:DOTUSD,5.9430000000,6.1840000000,5.8430000000,6.1170000000,0.0000000000
2024-07-10 02:00:00,CRYPTO:DOTUSD,6.1170000000,6.2590000000,6.0530000000,6.0970000000,0.0000000000
2024-07-11 02:00:00,CRYPTO:DOTUSD,6.0970000000,6.2420000000,5.8970000000,5.9030000000,0.0000000000
2024-07-12 02:00:00,CRYPTO:DOTUSD,5.9030000000,6.1020000000,5.8050000000,6.1020000000,0.0000000000
2024-07-13 02:00:00,CRYPTO:DOTUSD,6.1020000000,6.3020000000,6.0770000000,6.2350000000,0.0000000000
2024-07-14 02:00:00,CRYPTO:DOTUSD,6.2350000000,6.3580000000,6.1620000000,6.3220000000,0.0000000000
2024-07-15 02:00:00,CRYPTO:DOTUSD,6.3220000000,6.5390000000,6.2990000000,6.4870000000,0.0000000000
2024-07-16 02:00:00,CRYPTO:DOTUSD,6.4880000000,6.5110000000,6.1320000000,6.3370000000,0.0000000000
2024-07-17 02:00:00,CRYPTO:DOTUSD,6.3370000000,6.5340000000,6.2540000000,6.2580000000,0.0000000000
2024-07-18 02:00:00,CRYPTO:DOTUSD,6.2580000000,6.4020000000,6.0250000000,6.0930000000,0.0000000000
2024-07-19 02:00:00,CRYPTO:DOTUSD,6.0930000000,6.3480000000,5.9860000000,6.3370000000,0.0000000000
2024-07-20 02:00:00,CRYPTO:DOTUSD,6.3370000000,6.3990000000,6.2280000000,6.3340000000,0.0000000000
2024-07-21 02:00:00,CRYPTO:DOTUSD,6.3340000000,6.4450000000,6.1090000000,6.4330000000,0.0000000000
2024-07-22 02:00:00,CRYPTO:DOTUSD,6.4330000000,6.4740000000,6.0840000000,6.0980000000,0.0000000000
2024-07-23 02:00:00,CRYPTO:DOTUSD,6.0980000000,6.1660000000,5.8120000000,5.9190000000,0.0000000000
2024-07-24 02:00:00,CRYPTO:DOTUSD,5.9190000000,5.9970000000,5.6610000000,5.7490000000,0.0000000000
2024-07-25 02:00:00,CRYPTO:DOTUSD,5.7490000000,5.7760000000,5.5420000000,5.7550000000,0.0000000000
2024-07-26 02:00:00,CRYPTO:DOTUSD,5.7550000000,5.8890000000,5.7260000000,5.8660000000,0.0000000000
2024-07-27 02:00:00,CRYPTO:DOTUSD,5.8660000000,5.9410000000,5.7210000000,5.8250000000,0.0000000000
2024-07-28 02:00:00,CRYPTO:DOTUSD,5.8250000000,5.8430000000,5.6740000000,5.7190000000,0.0000000000
2024-07-29 02:00:00,CRYPTO:DOTUSD,5.7190000000,5.8760000000,5.6260000000,5.6500000000,0.0000000000
2024-07-30 02:00:00,CRYPTO:DOTUSD,5.6500000000,5.7220000000,5.4840000000,5.5200000000,0.0000000000
2024-07-31 02:00:00,CRYPTO:DOTUSD,5.5200000000,5.5540000000,5.3360000000,5.3870000000,0.0000000000
