datetime,symbol,open,high,low,close,volume
2022-10-01 02:00:00,CRYPTO:ETHUSD,1328.5700000000,1333.8200000000,1303.1900000000,1311.7400000000,0.0000000000
2022-10-02 02:00:00,CRYPTO:ETHUSD,1311.7000000000,1317.4100000000,1269.1000000000,1276.3100000000,0.0000000000
2022-10-03 02:00:00,CRYPTO:ETHUSD,1276.9300000000,1329.8500000000,1263.3800000000,1323.5700000000,0.0000000000
2022-10-04 02:00:00,CRYPTO:ETHUSD,1323.6000000000,1369.9900000000,1319.3300000000,1362.0800000000,0.0000000000
2022-10-05 02:00:00,CRYPTO:ETHUSD,1361.9300000000,1364.5000000000,1316.6200000000,1352.6000000000,0.0000000000
2022-10-06 02:00:00,CRYPTO:ETHUSD,1352.6000000000,1384.3100000000,1346.6300000000,1352.4900000000,0.0000000000
2022-10-07 02:00:00,CRYPTO:ETHUSD,1352.2200000000,1361.7100000000,1317.8400000000,1331.5600000000,0.0000000000
2022-10-08 02:00:00,CRYPTO:ETHUSD,1331.4500000000,1337.3800000000,1304.5400000000,1315.4700000000,0.0000000000
2022-10-09 02:00:00,CRYPTO:ETHUSD,1315.4800000000,1328.9600000000,1307.8000000000,1323.3100000000,0.0000000000
2022-10-10 02:00:00,CRYPTO:ETHUSD,1323.0900000000,1338.0200000000,1286.2700000000,1290.3500000000,0.0000000000
2022-10-11 02:00:00,CRYPTO:ETHUSD,1289.7500000000,1297.6300000000,1267.5000000000,1279.8300000000,0.0000000000
2022-10-12 02:00:00,CRYPTO:ETHUSD,1279.8300000000,1306.2600000000,1275.3700000000,1294.4000000000,0.0000000000
2022-10-13 02:00:00,CRYPTO:ETHUSD,1294.1100000000,1300.7200000000,1183.9800000000,1287.3200000000,0.0000000000
2022-10-14 02:00:00,CRYPTO:ETHUSD,1286.9800000000,1343.3600000000,1284.5700000000,1296.7800000000,0.0000000000
2022-10-15 02:00:00,CRYPTO:ETHUSD,1296.6700000000,1301.6100000000,1263.5100000000,1274.7700000000,0.0000000000
2022-10-16 02:00:00,CRYPTO:ETHUSD,1275.1300000000,1314.7800000000,1274.9000000000,1306.0600000000,0.0000000000
2022-10-17 02:00:00,CRYPTO:ETHUSD,1305.9700000000,1338.5400000000,1295.7600000000,1331.5300000000,0.0000000000
2022-10-18 02:00:00,CRYPTO:ETHUSD,1331.5800000000,1341.6800000000,1287.1200000000,1310.3400000000,0.0000000000
2022-10-19 02:00:00,CRYPTO:ETHUSD,1310.5700000000,1313.5100000000,1280.3800000000,1284.9400000000,0.0000000000
2022-10-20 02:00:00,CRYPTO:ETHUSD,1284.8900000000,1310.3200000000,1271.0100000000,1282.7900000000,0.0000000000
2022-10-21 02:00:00,CRYPTO:ETHUSD,1282.5100000000,1306.7800000000,1253.1700000000,1299.7600000000,0.0000000000
2022-10-22 02:00:00,CRYPTO:ETHUSD,1299.8800000000,1320.1400000000,1294.7300000000,1313.8900000000,0.0000000000
2022-10-23 02:00:00,CRYPTO:ETHUSD,1313.8900000000,1370.2100000000,1299.6500000000,1363.8300000000,0.0000000000
2022-10-24 02:00:00,CRYPTO:ETHUSD,1363.8000000000,1370.0400000000,1324.5000000000,1344.4000000000,0.0000000000
2022-10-25 02:00:00,CRYPTO:ETHUSD,1344.1700000000,1524.9300000000,1335.4900000000,1460.1500000000,0.0000000000
2022-10-26 02:00:00,CRYPTO:ETHUSD,1460.1000000000,1594.5200000000,1458.6500000000,1566.4600000000,0.0000000000
2022-10-27 02:00:00,CRYPTO:ETHUSD,1566.4600000000,1577.2300000000,1503.8800000000,1513.9500000000,0.0000000000
2022-10-28 02:00:00,CRYPTO:ETHUSD,1513.9800000000,1574.3500000000,1482.5200000000,1554.8600000000,0.0000000000
2022-10-29 02:00:00,CRYPTO:ETHUSD,1554.8600000000,1663.4200000000,1548.2800000000,1620.2400000000,0.0000000000
2022-10-30 02:00:00,CRYPTO:ETHUSD,1620.1800000000,1639.7100000000,1577.0600000000,1590.5300000000,0.0000000000
2022-10-31 01:00:00,CRYPTO:ETHUSD,1590.5800000000,1635.0300000000,1546.9500000000,1573.2000000000,0.0000000000
