datetime,symbol,open,high,low,close,volume
2024-12-01 01:00:00,CRYPTO:AAVEUSD,211.8400000000,214.7800000000,202.8700000000,209.2700000000,0.0000000000
2024-12-02 01:00:00,CRYPTO:AAVEUSD,209.2700000000,241.3800000000,204.2300000000,235.5400000000,0.0000000000
2024-12-03 01:00:00,CRYPTO:AAVEUSD,235.5400000000,249.3600000000,222.0400000000,240.4200000000,0.0000000000
2024-12-04 01:00:00,CRYPTO:AAVEUSD,240.4200000000,273.2900000000,236.2600000000,256.5800000000,0.0000000000
2024-12-05 01:00:00,CRYPTO:AAVEUSD,256.5700000000,267.0200000000,241.1400000000,248.0100000000,0.0000000000
2024-12-06 01:00:00,CRYPTO:AAVEUSD,248.0100000000,291.2200000000,246.7700000000,282.0500000000,0.0000000000
2024-12-07 01:00:00,CRYPTO:AAVEUSD,282.0400000000,297.5700000000,278.7100000000,282.5000000000,0.0000000000
2024-12-08 01:00:00,CRYPTO:AAVEUSD,282.4900000000,285.2500000000,274.1400000000,282.8500000000,0.0000000000
2024-12-09 01:00:00,CRYPTO:AAVEUSD,282.8600000000,284.1000000000,224.9600000000,260.7900000000,0.0000000000
2024-12-10 01:00:00,CRYPTO:AAVEUSD,260.7900000000,287.9700000000,247.7400000000,276.6400000000,0.0000000000
2024-12-11 01:00:00,CRYPTO:AAVEUSD,276.6500000000,307.4900000000,260.0200000000,302.8600000000,0.0000000000
2024-12-12 01:00:00,CRYPTO:AAVEUSD,302.8800000000,387.7600000000,295.0400000000,367.3400000000,0.0000000000
2024-12-13 01:00:00,CRYPTO:AAVEUSD,367.3500000000,390.4200000000,353.1000000000,377.7000000000,0.0000000000
2024-12-14 01:00:00,CRYPTO:AAVEUSD,377.7100000000,395.6900000000,360.6700000000,365.5800000000,0.0000000000
2024-12-15 01:00:00,CRYPTO:AAVEUSD,365.5800000000,381.1000000000,355.0600000000,368.3800000000,0.0000000000
2024-12-16 01:00:00,CRYPTO:AAVEUSD,368.3700000000,399.4700000000,361.6500000000,379.1700000000,0.0000000000
2024-12-17 01:00:00,CRYPTO:AAVEUSD,379.1700000000,387.4000000000,357.1000000000,361.2600000000,0.0000000000
2024-12-18 01:00:00,CRYPTO:AAVEUSD,361.2300000000,380.3600000000,337.8800000000,339.7100000000,0.0000000000
2024-12-19 01:00:00,CRYPTO:AAVEUSD,339.7100000000,350.4000000000,299.0700000000,314.8100000000,0.0000000000
2024-12-20 01:00:00,CRYPTO:AAVEUSD,314.8000000000,340.5500000000,271.3900000000,329.1500000000,0.0000000000
2024-12-21 01:00:00,CRYPTO:AAVEUSD,329.1500000000,343.9000000000,294.7000000000,298.9800000000,0.0000000000
2024-12-22 01:00:00,CRYPTO:AAVEUSD,298.9700000000,323.4300000000,291.0100000000,318.7200000000,0.0000000000
2024-12-23 01:00:00,CRYPTO:AAVEUSD,318.6900000000,388.4100000000,308.7400000000,383.1900000000,0.0000000000
2024-12-24 01:00:00,CRYPTO:AAVEUSD,383.2000000000,389.4300000000,365.0600000000,374.6500000000,0.0000000000
2024-12-25 01:00:00,CRYPTO:AAVEUSD,374.6600000000,385.6000000000,364.4700000000,369.7600000000,0.0000000000
2024-12-26 01:00:00,CRYPTO:AAVEUSD,369.7500000000,371.5000000000,330.3400000000,337.4700000000,0.0000000000
2024-12-27 01:00:00,CRYPTO:AAVEUSD,337.4600000000,351.3500000000,320.2100000000,323.5800000000,0.0000000000
2024-12-28 01:00:00,CRYPTO:AAVEUSD,323.5700000000,361.5300000000,319.2700000000,354.1100000000,0.0000000000
2024-12-29 01:00:00,CRYPTO:AAVEUSD,354.1100000000,355.0800000000,325.9600000000,332.1200000000,0.0000000000
2024-12-30 01:00:00,CRYPTO:AAVEUSD,332.1200000000,344.0800000000,318.5900000000,321.5700000000,0.0000000000
2024-12-31 01:00:00,CRYPTO:AAVEUSD,321.5600000000,327.6700000000,305.7000000000,308.1200000000,0.0000000000
