datetime,symbol,open,high,low,close,volume
2022-02-01 01:00:00,CRYPTO:XLMUSD,0.1996490100,0.2060356000,0.1991468100,0.2020747200,0.0000000000
2022-02-02 01:00:00,CRYPTO:XLMUSD,0.2021464800,0.2061062700,0.1905821400,0.1931166200,0.0000000000
2022-02-03 01:00:00,CRYPTO:XLMUSD,0.1930554400,0.1953386800,0.1890708600,0.1950253000,0.0000000000
2022-02-04 01:00:00,CRYPTO:XLMUSD,0.1949807000,0.2099996200,0.1937859700,0.2090169800,0.0000000000
2022-02-05 01:00:00,CRYPTO:XLMUSD,0.2090328500,0.2165265500,0.2082862400,0.2132157000,0.0000000000
2022-02-06 01:00:00,CRYPTO:XLMUSD,0.2131906400,0.2249769000,0.2131438000,0.2239085300,0.0000000000
2022-02-07 01:00:00,CRYPTO:XLMUSD,0.2240261400,0.2421082800,0.2192929400,0.2396254600,0.0000000000
2022-02-08 01:00:00,CRYPTO:XLMUSD,0.2399577400,0.2573211500,0.2336601800,0.2423303600,0.0000000000
2022-02-09 01:00:00,CRYPTO:XLMUSD,0.2424415200,0.2439415900,0.2344924800,0.2386232800,0.0000000000
2022-02-10 01:00:00,CRYPTO:XLMUSD,0.2386394200,0.2427382200,0.2288828800,0.2323149600,0.0000000000
2022-02-11 01:00:00,CRYPTO:XLMUSD,0.2321629200,0.2322287500,0.2136962200,0.2160871300,0.0000000000
2022-02-12 01:00:00,CRYPTO:XLMUSD,0.2160890200,0.2248604600,0.2120724000,0.2188492800,0.0000000000
2022-02-13 01:00:00,CRYPTO:XLMUSD,0.2188400300,0.2219202900,0.2107084500,0.2107254500,0.0000000000
2022-02-14 01:00:00,CRYPTO:XLMUSD,0.2104550600,0.2138697100,0.2054958100,0.2108775600,0.0000000000
2022-02-15 01:00:00,CRYPTO:XLMUSD,0.2108238200,0.2220153900,0.2094996000,0.2210030700,0.0000000000
2022-02-16 01:00:00,CRYPTO:XLMUSD,0.2210166900,0.2216722400,0.2137804500,0.2188059400,0.0000000000
2022-02-17 01:00:00,CRYPTO:XLMUSD,0.2188111400,0.2263790600,0.2009483700,0.2025302900,0.0000000000
2022-02-18 01:00:00,CRYPTO:XLMUSD,0.2025676300,0.2087986600,0.1954341400,0.2007278000,0.0000000000
2022-02-19 01:00:00,CRYPTO:XLMUSD,0.2008250300,0.2112427200,0.1965566400,0.2041932200,0.0000000000
2022-02-20 01:00:00,CRYPTO:XLMUSD,0.2043854400,0.2059869200,0.1932525300,0.1944492400,0.0000000000
2022-02-21 01:00:00,CRYPTO:XLMUSD,0.1946302700,0.2009550000,0.1762551900,0.1780851700,0.0000000000
2022-02-22 01:00:00,CRYPTO:XLMUSD,0.1783003900,0.1869310300,0.1730282900,0.1857743700,0.0000000000
2022-02-23 01:00:00,CRYPTO:XLMUSD,0.1858439400,0.1938578700,0.1815806600,0.1816686600,0.0000000000
2022-02-24 01:00:00,CRYPTO:XLMUSD,0.1816986600,0.1861165200,0.1619236700,0.1824449500,0.0000000000
2022-02-25 01:00:00,CRYPTO:XLMUSD,0.1825895800,0.1906973400,0.1780830400,0.1898475500,0.0000000000
2022-02-26 01:00:00,CRYPTO:XLMUSD,0.1896780700,0.1981595800,0.1888184600,0.1913020700,0.0000000000
2022-02-27 01:00:00,CRYPTO:XLMUSD,0.1910693900,0.1923557900,0.1782524200,0.1806898300,0.0000000000
2022-02-28 01:00:00,CRYPTO:XLMUSD,0.1805887600,0.1978822600,0.1769532700,0.1972477300,0.0000000000
