datetime,symbol,open,high,low,close,volume
2023-09-01 02:00:00,CRYPTO:SOLUSD,19.7450000000,19.9136000000,19.0277500000,19.3290000000,0.0000000000
2023-09-02 02:00:00,CRYPTO:SOLUSD,19.3225000000,19.6810000000,19.1385000000,19.4855000000,0.0000000000
2023-09-03 02:00:00,CRYPTO:SOLUSD,19.4855000000,19.6592500000,19.2420000000,19.5677500000,0.0000000000
2023-09-04 02:00:00,CRYPTO:SOLUSD,19.5677500000,20.0150000000,19.1745000000,19.5097500000,0.0000000000
2023-09-05 02:00:00,CRYPTO:SOLUSD,19.5147500000,20.5674000000,19.0430000000,20.2600000000,0.0000000000
2023-09-06 02:00:00,CRYPTO:SOLUSD,20.2600000000,20.3703000000,19.1564000000,19.6170000000,0.0000000000
2023-09-07 02:00:00,CRYPTO:SOLUSD,19.6145000000,19.9946000000,19.3248000000,19.9153000000,0.0000000000
2023-09-08 02:00:00,CRYPTO:SOLUSD,19.9156000000,20.2631000000,19.3974000000,19.5825000000,0.0000000000
2023-09-09 02:00:00,CRYPTO:SOLUSD,19.5800000000,19.5960000000,19.3870000000,19.4320000000,0.0000000000
2023-09-10 02:00:00,CRYPTO:SOLUSD,19.4320000000,19.4320000000,17.8163000000,18.2565000000,0.0000000000
2023-09-11 02:00:00,CRYPTO:SOLUSD,18.2540000000,18.4366000000,17.3563000000,17.7225000000,0.0000000000
2023-09-12 02:00:00,CRYPTO:SOLUSD,17.7225000000,18.7698000000,17.6050000000,17.9222000000,0.0000000000
2023-09-13 02:00:00,CRYPTO:SOLUSD,17.9222000000,18.5375000000,17.7717000000,18.3901000000,0.0000000000
2023-09-14 02:00:00,CRYPTO:SOLUSD,18.3901000000,19.1391000000,18.3901000000,18.8497000000,0.0000000000
2023-09-15 02:00:00,CRYPTO:SOLUSD,18.8497000000,19.3698000000,18.5902000000,19.1564000000,0.0000000000
2023-09-16 02:00:00,CRYPTO:SOLUSD,19.1614000000,19.4328000000,18.8808000000,19.1275000000,0.0000000000
2023-09-17 02:00:00,CRYPTO:SOLUSD,19.1275000000,19.1325000000,18.6638000000,18.8065000000,0.0000000000
2023-09-18 02:00:00,CRYPTO:SOLUSD,18.8091000000,20.1475000000,18.6267000000,19.6449000000,0.0000000000
2023-09-19 02:00:00,CRYPTO:SOLUSD,19.6449000000,20.3731000000,19.5875000000,20.0385000000,0.0000000000
2023-09-20 02:00:00,CRYPTO:SOLUSD,20.0385000000,20.5123000000,19.8290000000,20.3132000000,0.0000000000
2023-09-21 02:00:00,CRYPTO:SOLUSD,20.3132000000,20.3157000000,19.3350000000,19.4472000000,0.0000000000
2023-09-22 02:00:00,CRYPTO:SOLUSD,19.4422000000,19.7492000000,19.2295000000,19.4378000000,0.0000000000
2023-09-23 02:00:00,CRYPTO:SOLUSD,19.4378000000,19.5725000000,19.3146000000,19.4614000000,0.0000000000
2023-09-24 02:00:00,CRYPTO:SOLUSD,19.4614000000,19.6600000000,19.2209000000,19.3578000000,0.0000000000
2023-09-25 02:00:00,CRYPTO:SOLUSD,19.3553000000,19.7345000000,19.1200000000,19.3850000000,0.0000000000
2023-09-26 02:00:00,CRYPTO:SOLUSD,19.3825000000,19.5050000000,18.8833000000,19.0174000000,0.0000000000
2023-09-27 02:00:00,CRYPTO:SOLUSD,19.0174000000,19.4661000000,18.7314000000,19.1302000000,0.0000000000
2023-09-28 02:00:00,CRYPTO:SOLUSD,19.1302000000,19.9575000000,19.1026000000,19.9475000000,0.0000000000
2023-09-29 02:00:00,CRYPTO:SOLUSD,19.9475000000,20.4368000000,19.8975000000,20.2856000000,0.0000000000
2023-09-30 02:00:00,CRYPTO:SOLUSD,20.2881000000,21.8025000000,20.0866000000,21.3719000000,0.0000000000
