datetime,symbol,open,high,low,close,volume
2024-03-01 01:00:00,CRYPTO:DOGEUSD,0.1174400000,0.1455800000,0.1171900000,0.1394200000,0.0000000000
2024-03-02 01:00:00,CRYPTO:DOGEUSD,0.1394200000,0.1507400000,0.1361100000,0.1420600000,0.0000000000
2024-03-03 01:00:00,CRYPTO:DOGEUSD,0.1420600000,0.1563200000,0.1240600000,0.1536000000,0.0000000000
2024-03-04 01:00:00,CRYPTO:DOGEUSD,0.1536000000,0.1852300000,0.1454700000,0.1820700000,0.0000000000
2024-03-05 01:00:00,CRYPTO:DOGEUSD,0.1820600000,0.2064400000,0.1262700000,0.1533600000,0.0000000000
2024-03-06 01:00:00,CRYPTO:DOGEUSD,0.1533700000,0.1798200000,0.1466100000,0.1580400000,0.0000000000
2024-03-07 01:00:00,CRYPTO:DOGEUSD,0.1580300000,0.1623100000,0.1465600000,0.1576700000,0.0000000000
2024-03-08 01:00:00,CRYPTO:DOGEUSD,0.1576600000,0.1760900000,0.1552500000,0.1648400000,0.0000000000
2024-03-09 01:00:00,CRYPTO:DOGEUSD,0.1648400000,0.1851200000,0.1634100000,0.1791100000,0.0000000000
2024-03-10 01:00:00,CRYPTO:DOGEUSD,0.1791100000,0.1799400000,0.1656600000,0.1702700000,0.0000000000
2024-03-11 01:00:00,CRYPTO:DOGEUSD,0.1702700000,0.1831900000,0.1601900000,0.1821400000,0.0000000000
2024-03-12 01:00:00,CRYPTO:DOGEUSD,0.1821400000,0.1834400000,0.1555600000,0.1681900000,0.0000000000
2024-03-13 01:00:00,CRYPTO:DOGEUSD,0.1681900000,0.1744100000,0.1649500000,0.1690200000,0.0000000000
2024-03-14 01:00:00,CRYPTO:DOGEUSD,0.1690200000,0.1925100000,0.1653400000,0.1772800000,0.0000000000
2024-03-15 01:00:00,CRYPTO:DOGEUSD,0.1772700000,0.1813100000,0.1513800000,0.1635100000,0.0000000000
2024-03-16 01:00:00,CRYPTO:DOGEUSD,0.1635100000,0.1652400000,0.1380500000,0.1425400000,0.0000000000
2024-03-17 01:00:00,CRYPTO:DOGEUSD,0.1425300000,0.1590100000,0.1366700000,0.1541600000,0.0000000000
2024-03-18 01:00:00,CRYPTO:DOGEUSD,0.1541600000,0.1541800000,0.1399300000,0.1434100000,0.0000000000
2024-03-19 01:00:00,CRYPTO:DOGEUSD,0.1434100000,0.1451300000,0.1252800000,0.1287900000,0.0000000000
2024-03-20 01:00:00,CRYPTO:DOGEUSD,0.1288000000,0.1531000000,0.1228200000,0.1520500000,0.0000000000
2024-03-21 01:00:00,CRYPTO:DOGEUSD,0.1520500000,0.1597800000,0.1467100000,0.1553900000,0.0000000000
2024-03-22 01:00:00,CRYPTO:DOGEUSD,0.1553900000,0.1649600000,0.1453200000,0.1528900000,0.0000000000
2024-03-23 01:00:00,CRYPTO:DOGEUSD,0.1528800000,0.1748400000,0.1517200000,0.1619200000,0.0000000000
2024-03-24 01:00:00,CRYPTO:DOGEUSD,0.1619200000,0.1799000000,0.1611800000,0.1764900000,0.0000000000
2024-03-25 01:00:00,CRYPTO:DOGEUSD,0.1764900000,0.1866900000,0.1700300000,0.1752500000,0.0000000000
2024-03-26 01:00:00,CRYPTO:DOGEUSD,0.1752500000,0.1869600000,0.1744800000,0.1822900000,0.0000000000
2024-03-27 01:00:00,CRYPTO:DOGEUSD,0.1822900000,0.1916500000,0.1788800000,0.1904300000,0.0000000000
2024-03-28 01:00:00,CRYPTO:DOGEUSD,0.1904300000,0.2285000000,0.1891800000,0.2199600000,0.0000000000
2024-03-29 01:00:00,CRYPTO:DOGEUSD,0.2199600000,0.2247300000,0.2080400000,0.2129900000,0.0000000000
2024-03-30 01:00:00,CRYPTO:DOGEUSD,0.2129900000,0.2168900000,0.1967300000,0.1992400000,0.0000000000
2024-03-31 01:00:00,CRYPTO:DOGEUSD,0.1992400000,0.2242200000,0.1992000000,0.2201100000,0.0000000000
